iter	Passed	Remaining
421	2182	2989
422	2187	2983
423	2192	2978
424	2196	2971
425	2203	2968
426	2207	2962
427	2217	2963
428	2220	2956
429	2224	2948
430	2228	2941
431	2232	2935
432	2243	2937
433	2247	2931
434	2251	2924
435	2257	2920
436	2262	2914
437	2266	2907
438	2269	2900
439	2273	2893
440	2277	2886
441	2284	2883
442	2287	2876
443	2292	2870
444	2296	2864
445	2301	2858
446	2309	2857
447	2315	2852
448	2319	2846
449	2323	2839
450	2332	2838
451	2335	2831
452	2339	2825
453	2343	2818
454	2348	2813
455	2369	2826
456	2373	2820
457	2381	2818
458	2385	2811
459	2388	2804
460	2392	2797
461	2400	2794
462	2405	2789
463	2408	2782
464	2411	2775
465	2415	2767
466	2420	2762
467	2429	2762
468	2433	2754
469	2436	2747
470	2441	2741
471	2447	2738
472	2453	2733
473	2457	2726
474	2460	2719
475	2467	2715
476	2488	2728
477	2500	2730
478	2504	2723
479	2507	2716
480	2511	2709
481	2514	2702
482	2518	2695
483	2522	2689
484	2526	2682
485	2529	2675
486	2533	2668
487	2536	2661
488	2543	2657
489	2546	2650
490	2550	2644
491	2553	2636
492	2558	2630
493	2563	2625
494	2567	2619
495	2571	2613
496	2574	2606
497	2578	2599
498	2581	2592
499	2585	2585
500	2594	2584
501	2598	2577
502	2602	2571
503	2610	2569
504	2615	2563
505	2620	2558
506	2624	2552
507	2630	2547
508	2635	2542
509	2639	2536
510	2644	2530
511	2649	2525
512	2656	2521
513	2661	2516
514	2666	2511
515	2673	2507
516	2682	2506
517	2690	2503
518	2694	2497
519	2699	2492
520	2705	2487
521	2710	2481
522	2715	2476
523	2721	2472
524	2728	2468
525	2732	2462
526	2751	2469
527	2756	2463
528	2760	2457
529	2763	2450
530	2767	2444
531	2772	2438
532	2776	2432
533	2780	2426
534	2785	2420
535	2789	2414
536	2794	2409
537	2798	2403
538	2802	2397
539	2805	2390
540	2809	2383
541	2812	2376
542	2815	2369
543	2820	2364
544	2824	2357
545	2828	2351
546	2831	2345
547	2835	2339
548	2840	2333
549	2845	2328
550	2848	2321
551	2852	2315
552	2857	2309
553	2863	2305
554	2868	2300
555	2872	2293
556	2875	2287
557	2879	2280
558	2883	2275
559	2888	2269
560	2893	2264
561	2897	2258
562	2900	2251
563	2904	2245
564	2908	2239
565	2912	2233
566	2918	2228
567	2937	2234
568	2941	2228
569	2945	2222
570	2949	2215
571	2953	2209
572	2958	2204
573	2963	2199
574	2967	2193
575	2971	2187
576	2976	2182
577	2981	2177
578	2987	2172
579	2992	2166
580	2998	2162
581	3004	2157
582	3009	2152
583	3012	2146
584	3016	2139
585	3020	2133
586	3025	2128
587	3029	2122
588	3034	2117
589	3038	2111
590	3044	2106
591	3048	2101
592	3053	2096
593	3058	2090
594	3063	2084
595	3066	2078
596	3071	2073
597	3074	2067
598	3079	2061
599	3084	2056
600	3088	2050
601	3092	2044
602	3097	2039
603	3118	2044
604	3138	2049
605	3144	2044
606	3151	2040
607	3157	2035
608	3162	2030
609	3168	2025
610	3175	2021
611	3183	2018
612	3188	2013
613	3194	2007
614	3199	2002
615	3204	1997
616	3209	1992
617	3213	1986
618	3218	1980
619	3223	1975
620	3228	1970
621	3233	1965
622	3237	1959
623	3242	1953
624	3247	1948
625	3252	1943
626	3256	1937
627	3260	1931
628	3267	1927
629	3274	1922
630	3278	1917
631	3285	1913
632	3290	1907
633	3295	1902
634	3298	1896
635	3302	1889
636	3305	1883
637	3309	1877
638	3313	1871
639	3322	1868
640	3327	1863
641	3332	1858
642	3338	1853
643	3344	1848
644	3349	1843
645	3358	1840
646	3368	1838
647	3375	1833
648	3384	1830
649	3391	1826
650	3397	1821
651	3403	1816
652	3409	1812
653	3417	1807
654	3426	1804
655	3431	1799
656	3439	1795
657	3448	1792
658	3455	1787
659	3460	1782
660	3465	1777
661	3470	1771
662	3475	1766
663	3481	1761
664	3486	1756
665	3491	1751
666	3496	1745
667	3501	1740
668	3506	1734
669	3512	1730
670	3516	1724
671	3520	1718
672	3524	1712
673	3528	1706
674	3533	1701
675	3537	1695
676	3542	1690
677	3548	1685
678	3553	1680
679	3559	1675
680	3563	1669
681	3570	1664
682	3575	1659
683	3580	1654
684	3584	1648
685	3589	1643
686	3594	1637
687	3598	1631
688	3604	1627
689	3608	1621
690	3611	1615
691	3616	1609
692	3620	1603
693	3626	1599
694	3631	1593
695	3634	1587
696	3638	1581
697	3642	1576
698	3647	1570
699	3651	1564
700	3655	1559
701	3659	1553
702	3664	1548
703	3668	1542
704	3673	1537
705	3677	1531
706	3681	1525
707	3685	1519
708	3688	1513
709	3692	1508
710	3699	1503
711	3729	1508
712	3737	1504
713	3817	1529
714	3894	1552
715	3951	1567
716	3975	1569
717	4029	1582
718	4038	1578
719	4047	1574
720	4057	1570
721	4064	1565
722	4071	1560
723	4078	1554
724	4082	1548
725	4086	1542
726	4092	1536
727	4096	1530
728	4103	1525
729	4107	1519
730	4111	1512
731	4116	1507
732	4122	1501
733	4125	1495
734	4131	1489
735	4137	1484
736	4167	1487
737	4179	1483
738	4202	1484
739	4216	1481
740	4225	1476
741	4232	1471
742	4240	1466
743	4248	1461
744	4255	1456
745	4265	1452
746	4272	1447
747	4287	1444
748	4295	1439
749	4307	1435
750	4315	1430
751	4327	1427
752	4336	1422
753	4346	1417
754	4353	1412
755	4360	1407
756	4367	1401
757	4373	1396
758	4379	1390
759	4385	1384
760	4389	1378
761	4394	1372
762	4402	1367
763	4408	1361
764	4413	1355
765	4419	1350
766	4426	1344
767	4431	1338
768	4436	1332
769	4441	1326
770	4446	1320
771	4452	1314
772	4456	1308
773	4462	1303
774	4468	1297
775	4473	1291
776	4478	1285
777	4483	1279
778	4488	1273
779	4493	1267
780	4499	1261
781	4504	1255
782	4508	1249
783	4514	1243
784	4518	1237
785	4525	1231
786	4529	1225
787	4533	1219
788	4537	1213
789	4542	1207
790	4553	1203
791	4561	1198
792	4567	1192
793	4573	1186
794	4579	1180
795	4585	1175
796	4590	1169
797	4601	1164
798	4610	1159
799	4621	1155
800	4629	1150
801	4639	1145
802	4645	1139
803	4652	1134
804	4667	1130
805	4680	1126
806	4689	1121
807	4697	1116
808	4707	1111
809	4720	1107
810	4746	1106
811	4769	1104
812	4784	1100
813	4794	1095
814	4801	1089
815	4808	1084
816	4820	1079
817	4834	1075
818	4847	1071
819	4863	1067
820	4968	1083
821	5040	1091
822	5126	1102
823	5137	1097
824	5145	1091
825	5152	1085
826	5159	1079
827	5163	1072
828	5168	1066
829	5173	1059
830	5180	1053
831	5185	1047
832	5190	1040
833	5195	1034
834	5202	1027
835	5206	1021
836	5212	1015
837	5220	1009
838	5229	1003
839	5234	997
840	5240	990
841	5249	985
842	5255	978
843	5262	972
844	5269	966
845	5303	965
846	5408	976
847	5438	974
848	5447	968
849	5455	962
850	5461	956
851	5467	949
852	5475	943
853	5483	937
854	5489	930
855	5497	924
856	5503	918
857	5508	911
858	5513	905
859	5520	898
860	5525	892
861	5529	885
862	5534	878
863	5537	871
864	5541	864
865	5546	858
866	5550	851
867	5553	844
868	5558	837
869	5562	831
870	5569	824
871	5575	818
872	5581	811
873	5585	805
874	5590	798
875	5595	792
876	5599	785
877	5603	778
878	5607	771
879	5615	765
880	5621	759
881	5627	752
882	5632	746
883	5638	739
884	5646	733
885	5652	727
886	5655	720
887	5663	714
888	5669	707
889	5673	701
890	5678	694
891	5682	688
892	5689	681
893	5692	674
894	5696	668
895	5700	661
896	5704	655
897	5709	648
898	5713	641
899	5716	635
900	5729	629
901	5733	622
902	5737	616
903	5741	609
904	5744	603
905	5750	596
906	5755	590
907	5758	583
908	5762	576
909	5765	570
910	5768	563
911	5775	557
912	5778	550
913	5781	544
914	5786	537
915	5789	530
916	5793	524
917	5800	518
918	5804	511
919	5807	505
920	5811	498
921	5815	491
922	5819	485
923	5824	479
924	5828	472
925	5831	466
926	5835	459
927	5838	452
928	5845	446
929	5849	440
930	5853	433
931	5856	427
932	5861	420
933	5864	414
934	5870	408
935	5874	401
936	5878	395
937	5881	388
938	5885	382
939	5888	375
940	5894	369
941	5898	363
942	5902	356
943	5905	350
944	5909	343
945	5913	337
946	5920	331
947	5924	324
948	5927	318
949	5931	312
950	5935	305
951	5941	299
952	5945	293
953	5949	286
954	5952	280
955	6205	285
956	6233	280
957	6243	273
958	6247	267
959	6251	260
960	6255	253
961	6275	247
962	6283	241
963	6292	234
964	6300	228
965	6308	222
966	6341	216
967	6349	209
968	6370	203
969	6376	197
970	6385	190
971	6401	184
972	6411	177
973	6428	171
974	6438	165
975	6449	158
976	6459	152
977	6465	145
978	6486	139
979	6491	132
980	6516	126
981	6540	119
982	6546	113
983	6561	106
984	6565	99
985	6570	93
986	6577	86
987	6586	80
988	6592	73
989	6609	66
990	6617	60
991	6622	53
992	6630	46
993	6636	40
994	6641	33
995	6645	26
996	6653	20
997	6659	13
998	6665	6
999	6684	0
